Date,Open,High,Low,Close,Adj Close,Volume
2008-04-11,5.454286,5.475000,5.228571,5.255000,4.526465,1210076000
2008-04-14,5.241786,5.330357,5.162143,5.277857,4.546153,845087600
2008-04-15,5.335714,5.347143,5.204286,5.299286,4.564610,698037200
2008-04-16,5.418571,5.503571,5.379286,5.489286,4.728271,795774000
2008-04-17,5.506071,5.571429,5.476786,5.517500,4.752573,704267200
2008-04-18,5.682857,5.795000,5.656429,5.751429,4.954071,1026765600
2008-04-21,5.793214,6.017857,5.777143,6.005714,5.173101,1039152800
2008-04-22,5.978571,6.000000,5.646071,5.721429,4.928229,1439572400
2008-04-23,5.858929,5.887143,5.752857,5.817500,5.010982,1504190800
2008-04-24,5.905000,6.070714,5.685357,6.033571,5.197098,1696066400
2008-04-25,6.096429,6.110714,5.943571,6.061786,5.221400,992474000
2008-04-28,6.062500,6.205357,6.040357,6.151429,5.298615,787214400
2008-04-29,6.111071,6.273571,6.080357,6.251786,5.385060,923476400
2008-04-30,6.292500,6.428571,6.175714,6.212500,5.351221,1139524400
2008-05-01,6.248571,6.428571,6.245000,6.428571,5.537337,903576800
2008-05-02,6.435357,6.497143,6.376786,6.462143,5.566253,1006082000
2008-05-05,6.497143,6.618214,6.466071,6.597500,5.682843,854557200
2008-05-06,6.595000,6.682857,6.506429,6.666429,5.742220,918870400
2008-05-07,6.644643,6.721429,6.447857,6.521071,5.617012,1157133600
2008-05-08,6.563214,6.660714,6.538214,6.609286,5.692997,899085600
2008-05-09,6.541429,6.580357,6.477500,6.551786,5.643469,673072400
2008-05-12,6.614643,6.745357,6.530357,6.720000,5.788363,818563200
2008-05-13,6.736071,6.837500,6.709286,6.784286,5.843736,823236400
2008-05-14,6.829643,6.865714,6.627500,6.652143,5.729913,916823600
2008-05-15,6.671786,6.782143,6.578571,6.776071,5.836661,873208000
2008-05-16,6.789643,6.796429,6.678571,6.700714,5.771752,765769200
2008-05-19,6.709286,6.738929,6.475000,6.557143,5.648084,945820400
2008-05-20,6.493571,6.648571,6.432857,6.639286,5.718840,969850000
2008-05-21,6.631071,6.712500,6.294643,6.363929,5.481654,1157657200
2008-05-22,6.402143,6.476071,6.142857,6.323214,5.446585,1206735600
2008-05-23,6.456071,6.499643,6.350000,6.470357,5.573329,906917200
2008-05-27,6.526786,6.658214,6.494286,6.658214,5.735143,789905200
2008-05-28,6.693214,6.712500,6.561429,6.678929,5.752984,743979600
2008-05-29,6.670000,6.721429,6.625000,6.667500,5.743141,647186400
2008-05-30,6.694643,6.769286,6.692143,6.741071,5.806512,610184400
2008-06-02,6.735714,6.773214,6.590357,6.646429,5.724991,679840000
2008-06-03,6.673571,6.721429,6.512143,6.620357,5.702533,750520400
2008-06-04,6.572143,6.681786,6.543929,6.613929,5.696996,726983600
2008-06-05,6.655000,6.780000,6.632143,6.765357,5.827431,755445600
2008-06-06,6.714286,6.783929,6.626786,6.630000,5.710840,966422800
2008-06-09,6.599643,6.605000,6.276786,6.486071,5.586864,1888392800
2008-06-10,6.446786,6.670714,6.393571,6.630000,5.710840,1140941200
2008-06-11,6.583571,6.642857,6.413929,6.457500,5.562254,961550800
2008-06-12,6.481786,6.521429,6.114286,6.187857,5.329993,1308333600
2008-06-13,6.130000,6.220000,5.903929,6.156071,5.302614,1345957200
2008-06-16,6.117857,6.353571,6.038214,6.315714,5.440125,1051730400
2008-06-17,6.360714,6.499643,6.336071,6.479643,5.581327,899656800
2008-06-18,6.468571,6.507143,6.333929,6.383929,5.498883,811468000
2008-06-19,6.376786,6.512143,6.314286,6.460714,5.565023,791949200
2008-06-20,6.405357,6.464286,6.250000,6.259643,5.391828,888367200
2008-06-23,6.240714,6.281429,6.127143,6.184286,5.326918,645780800
2008-06-24,6.156071,6.277857,6.129643,6.187500,5.329686,621947200
2008-06-25,6.236071,6.386786,6.210000,6.335357,5.457045,644450800
2008-06-26,6.216786,6.244286,6.000357,6.009286,5.176178,869610000
2008-06-27,5.946786,6.091786,5.862500,6.074643,5.232476,1042249600
2008-06-30,6.078214,6.142857,5.950714,5.980000,5.150955,684196800
2008-07-01,5.865357,6.240000,5.857143,6.238571,5.373678,1111280800
2008-07-02,6.257143,6.337500,6.006429,6.006429,5.173718,837519200
2008-07-03,6.056786,6.148929,5.919643,6.075714,5.233398,523362000
2008-07-07,6.184286,6.326071,6.139286,6.255714,5.388443,820391600
2008-07-08,6.264286,6.417857,6.169286,6.412500,5.523493,888350400
2008-07-09,6.435714,6.461071,6.219286,6.223214,5.360450,895776000
2008-07-10,6.247143,6.333571,6.120357,6.308214,5.433665,840688800
2008-07-11,6.266786,6.325357,6.107143,6.163571,5.309073,930011600
2008-07-14,6.401429,6.403571,6.181429,6.210000,5.349067,886054400
2008-07-15,6.160000,6.205000,5.942500,6.058571,5.218633,1040043200
2008-07-16,6.078571,6.176071,6.021429,6.171786,5.316151,747790400
2008-07-17,6.217857,6.249286,6.121071,6.136071,5.285388,757526000
2008-07-18,6.018571,6.058929,5.892857,5.898214,5.080507,868414400
2008-07-21,5.960714,5.982143,5.754286,5.938929,5.115575,1360469600
2008-07-22,5.321429,5.812857,5.233214,5.786429,4.984218,1879592400
2008-07-23,5.892500,6.013214,5.770000,5.937857,5.114652,1061768400
2008-07-24,5.868571,5.902143,5.658929,5.679643,4.892237,839619200
2008-07-25,5.728571,5.821429,5.666071,5.790000,4.987294,633637200
2008-07-28,5.797857,5.802500,5.500714,5.514286,4.749804,780712800
2008-07-29,5.550357,5.694643,5.487500,5.610000,4.832249,684070800
2008-07-30,5.635000,5.731786,5.574286,5.710000,4.918386,725183200
2008-07-31,5.626429,5.792857,5.606429,5.676786,4.889776,637498400
2008-08-01,5.710714,5.713929,5.562500,5.595000,4.819329,544639200
2008-08-04,5.592857,5.639286,5.461071,5.472500,4.713811,592527600
2008-08-05,5.550714,5.742857,5.529286,5.737143,4.941765,688371600
2008-08-06,5.713214,5.978571,5.642857,5.863929,5.050974,791408800
2008-08-07,5.811071,5.933929,5.767857,5.841786,5.031901,672372400
2008-08-08,5.852143,6.058929,5.848214,6.055357,5.215865,713997200
2008-08-11,6.073929,6.303571,6.059643,6.198571,5.339222,891304400
2008-08-12,6.197143,6.403214,6.196786,6.311786,5.436742,836278800
2008-08-13,6.356429,6.428571,6.282143,6.403571,5.515802,842346400
2008-08-14,6.368929,6.444643,6.351429,6.404286,5.516418,711300800
2008-08-15,6.394286,6.419643,6.251786,6.276429,5.406288,708251600
2008-08-18,6.270357,6.350357,6.207857,6.263929,5.395518,552014400
2008-08-19,6.233571,6.323929,6.136071,6.197500,5.338301,616204400
2008-08-20,6.241786,6.319286,6.200357,6.280000,5.409362,506951200
2008-08-21,6.231071,6.266071,6.138929,6.224643,5.361681,539744800
2008-08-22,6.279286,6.339286,6.270357,6.313929,5.438587,439611200
2008-08-25,6.291071,6.293929,6.130714,6.162500,5.308153,484425200
2008-08-26,6.170000,6.245714,6.164643,6.201429,5.341684,445550000
2008-08-27,6.189643,6.277143,6.149643,6.238214,5.373369,477780800
2008-08-28,6.260000,6.294643,6.169643,6.205000,5.344761,431384800
2008-08-29,6.177143,6.196429,6.037143,6.054643,5.215247,599289600
2008-09-02,6.157143,6.196429,5.892857,5.935357,5.112499,780763200
2008-09-03,5.958571,6.024286,5.857143,5.962857,5.136187,734834800
2008-09-04,5.923571,5.996786,5.743214,5.757857,4.959607,743386000
2008-09-05,5.663929,5.800000,5.630357,5.720714,4.927615,786884000
2008-09-08,5.877500,5.888929,5.409286,5.640000,4.858090,1045979200
2008-09-09,5.602143,5.712857,5.349643,5.417143,4.666129,1245025600
2008-09-10,5.440000,5.535357,5.314286,5.414643,4.663975,973142800
2008-09-11,5.292143,5.463929,5.214286,5.451786,4.695969,971135200
2008-09-12,5.389643,5.389643,5.232143,5.319286,4.581839,793027200
2008-09-15,5.072500,5.274643,5.012857,5.012857,4.317891,920634400
2008-09-16,4.780714,5.089286,4.719643,4.995714,4.303127,1199836400
2008-09-17,4.946071,4.946786,4.565357,4.565357,3.932432,1200455200
2008-09-18,4.663214,4.836786,4.310000,4.788929,4.125008,1676253600
2008-09-19,5.092857,5.150000,4.868214,5.032500,4.334811,1430875600
2008-09-22,4.997857,5.008929,4.666429,4.680357,4.031487,856713200
2008-09-23,4.708929,4.850000,4.523571,4.530000,3.901977,1280364400
2008-09-24,4.545357,4.676786,4.469643,4.596786,3.959504,1047015200
2008-09-25,4.635714,4.813929,4.590000,4.711786,4.058562,1006045600
2008-09-26,4.461071,4.635714,4.392857,4.580000,3.945045,1126451200
2008-09-29,4.272143,4.274286,3.592500,3.759286,3.238112,2622057200
2008-09-30,3.866071,4.107143,3.796429,4.059286,3.496520,1626682400
2008-10-01,3.997143,4.012857,3.835357,3.897143,3.356856,1296484000
2008-10-02,3.857500,3.885357,3.571429,3.575000,3.079374,1609364400
2008-10-03,3.714286,3.803571,3.380357,3.466786,2.986163,2294398400
2008-10-06,3.284286,3.527857,3.126429,3.505000,3.019079,2107417200
2008-10-07,3.588571,3.625000,3.176786,3.184286,2.742828,1878772000
2008-10-08,3.068214,3.440357,3.060000,3.206786,2.762208,2207741200
2008-10-09,3.333929,3.421429,3.092857,3.169286,2.729908,1617383600
2008-10-10,3.060714,3.571429,3.035714,3.457143,2.977857,2219299600
2008-10-13,3.733929,3.947500,3.607857,3.937857,3.391926,1539076000
2008-10-14,4.152143,4.157143,3.683571,3.717143,3.201811,1980994400
2008-10-15,3.708571,3.821429,3.496071,3.498214,3.013234,1584175600
2008-10-16,3.563214,3.693929,3.276429,3.638929,3.134441,1980521200
2008-10-17,3.557143,3.644286,3.067500,3.478571,2.996314,1762227600
2008-10-20,3.563571,3.572500,3.344286,3.515714,3.028308,1549170000
2008-10-21,3.462500,3.496429,3.255714,3.267500,2.814505,2193660000
2008-10-22,3.477500,3.616071,3.318929,3.459643,2.980010,2248808800
2008-10-23,3.446786,3.544643,3.282143,3.508214,3.021847,1675430400
2008-10-24,3.226071,3.496429,3.218214,3.442143,2.964936,1590058400
2008-10-27,3.395357,3.486786,3.280714,3.288929,2.832963,1208771200
2008-10-28,3.408214,3.589286,3.298929,3.568214,3.073529,1634133200
2008-10-29,3.602143,3.912143,3.569286,3.733929,3.216269,1950978400
2008-10-30,3.865357,4.006786,3.843214,3.965714,3.415922,1638089600
2008-10-31,3.835714,3.956429,3.755000,3.842500,3.309788,1659756000
2008-11-03,3.783214,3.896429,3.745000,3.820000,3.290408,1057938000
2008-11-04,3.928214,3.992500,3.809643,3.963929,3.414383,1398681200
2008-11-05,3.889643,3.918571,3.678214,3.689286,3.177816,1256455200
2008-11-06,3.608929,3.670714,3.500000,3.539286,3.048611,1319074400
2008-11-07,3.544286,3.566071,3.418571,3.508571,3.022154,1095253600
2008-11-10,3.577500,3.585714,3.375000,3.424286,2.949555,1123822000
2008-11-11,3.386071,3.470357,3.295000,3.384643,2.915408,1224538000
2008-11-12,3.301071,3.330000,3.214643,3.218571,2.772360,1178976400
2008-11-13,3.209643,3.444286,3.072143,3.444286,2.966782,1854087200
2008-11-14,3.348571,3.356786,3.214286,3.222857,2.776051,1405266800
2008-11-17,3.160000,3.233929,3.116429,3.147857,2.711449,1162526400
2008-11-18,3.201429,3.249643,3.102143,3.211071,2.765898,1209695200
2008-11-19,3.194286,3.270714,3.078929,3.081786,2.654537,1171900800
2008-11-20,3.044286,3.087500,2.857143,2.874643,2.476113,1716814400
2008-11-21,2.926071,3.004286,2.826429,2.949286,2.540408,1569271200
2008-11-24,3.043214,3.385357,3.030000,3.319643,2.859420,1442257600
2008-11-25,3.379643,3.382500,3.148571,3.242857,2.793278,1235292800
2008-11-26,3.211429,3.401786,3.208929,3.392857,2.922483,899836000
2008-11-28,3.382143,3.384286,3.280714,3.309643,2.850806,297774400
2008-12-01,3.260714,3.295357,3.175714,3.176071,2.735751,923767600
2008-12-02,3.215357,3.308929,3.089286,3.302500,2.844653,1148722400
2008-12-03,3.192857,3.436786,3.171429,3.425000,2.950170,1338680000
2008-12-04,3.372500,3.400357,3.180714,3.264643,2.812043,1091370000
2008-12-05,3.226786,3.374643,3.173571,3.357143,2.891720,1043795200
2008-12-08,3.474286,3.600000,3.421429,3.561429,3.067684,1185142000
2008-12-09,3.501429,3.700000,3.471786,3.573571,3.078144,1203496000
2008-12-10,3.495357,3.553214,3.446429,3.507500,3.021232,938047600
2008-12-11,3.476786,3.615714,3.386786,3.392857,2.922483,1040617200
2008-12-12,3.314286,3.535714,3.304643,3.509643,3.023078,1041174400
2008-12-15,3.428214,3.436071,3.321429,3.383929,2.914793,891758000
2008-12-16,3.356429,3.445714,3.312500,3.408214,2.935711,1093506400
2008-12-17,3.251071,3.253571,3.143571,3.184286,2.742828,1293860400
2008-12-18,3.189643,3.243929,3.158571,3.193929,2.751134,857416000
2008-12-19,3.212143,3.247857,3.171429,3.214286,2.768669,801920000
2008-12-22,3.215000,3.215357,3.024643,3.062143,2.637618,844740400
2008-12-23,3.102500,3.138214,3.067857,3.085000,2.657306,635031600
2008-12-24,3.076429,3.080357,3.019643,3.037143,2.616084,271334000
2008-12-26,3.094286,3.122143,3.044286,3.064643,2.639771,308324800
2008-12-29,3.090000,3.129286,3.038214,3.093214,2.664381,686000000
2008-12-30,3.122143,3.144643,3.025714,3.081786,2.654537,967601600
2008-12-31,3.070357,3.133571,3.047857,3.048214,2.625620,607541200
2009-01-02,3.067143,3.251429,3.041429,3.241071,2.791740,746015200
2009-01-05,3.327500,3.435000,3.311071,3.377857,2.909563,1181608400
2009-01-06,3.426786,3.470357,3.299643,3.322143,2.861573,1289310400
2009-01-07,3.278929,3.303571,3.223571,3.250357,2.799739,753048800
2009-01-08,3.229643,3.326786,3.215714,3.310714,2.851728,673500800
2009-01-09,3.328929,3.335000,3.219286,3.235000,2.786511,546845600
2009-01-12,3.230714,3.249643,3.126786,3.166429,2.727447,617716400
2009-01-13,3.151429,3.205000,3.083929,3.132500,2.698221,798397600
2009-01-14,3.080000,3.116071,3.025714,3.047500,2.625005,1021664000
2009-01-15,2.877500,3.004286,2.858929,2.977857,2.565017,1831634000
2009-01-16,3.010714,3.013571,2.871429,2.940357,2.532715,1047625600
2009-01-20,2.926071,2.928571,2.792857,2.792857,2.405664,919914800
2009-01-21,2.835357,2.960000,2.832500,2.958214,2.548097,1089270000
2009-01-22,3.144286,3.214286,3.065000,3.155714,2.718217,1409528400
2009-01-23,3.100714,3.209643,3.089286,3.155714,2.718217,763770000
2009-01-26,3.173571,3.248929,3.153571,3.201429,2.757594,692238400
2009-01-27,3.221071,3.269643,3.205000,3.240357,2.791125,618038400
2009-01-28,3.290000,3.392857,3.267857,3.364286,2.897872,861406000
2009-01-29,3.324643,3.369286,3.307143,3.321429,2.860957,592729200
2009-01-30,3.307143,3.343571,3.214643,3.218929,2.772667,651478800
2009-02-02,3.182143,3.285714,3.175000,3.268214,2.815120,558247200
2009-02-03,3.282857,3.335000,3.224286,3.320714,2.860341,599309200
2009-02-04,3.329286,3.437500,3.325000,3.341071,2.877876,808421600
2009-02-05,3.313214,3.473214,3.307857,3.445000,2.967397,749246400
2009-02-06,3.465000,3.571429,3.464286,3.561429,3.067684,687209600
2009-02-09,3.571429,3.678571,3.553571,3.661071,3.153512,715010800
2009-02-10,3.618929,3.661071,3.466429,3.493929,3.009543,849060800
2009-02-11,3.441786,3.511071,3.420357,3.457857,2.978472,674973600
2009-02-12,3.422500,3.562500,3.422500,3.545357,3.053841,817188400
2009-02-13,3.535357,3.569286,3.504286,3.541429,3.050457,608977600
2009-02-17,3.459643,3.465714,3.367143,3.376071,2.908024,678238400
2009-02-18,3.394643,3.423214,3.311429,3.370357,2.903102,684779200
2009-02-19,3.334643,3.366071,3.218214,3.237143,2.788356,922804400
2009-02-20,3.192857,3.300000,3.178571,3.257143,2.805584,750316000
2009-02-23,3.273214,3.285714,3.089643,3.105357,2.674841,786982000
2009-02-24,3.123214,3.246071,3.107143,3.223214,2.776358,807105600
2009-02-25,3.209286,3.318571,3.187500,3.255714,2.804353,833053200
2009-02-26,3.285714,3.318571,3.177143,3.185357,2.743750,629868400
2009-02-27,3.140357,3.260714,3.131071,3.189643,2.747442,706658400
2009-03-02,3.147143,3.257143,3.131071,3.140714,2.705296,770929600
2009-03-03,3.176071,3.240714,3.138571,3.156071,2.718524,724340400
2009-03-04,3.220714,3.313214,3.194643,3.256071,2.804661,741403600
2009-03-05,3.230714,3.281071,3.158929,3.172857,2.732983,706899200
2009-03-06,3.155000,3.157143,2.940357,3.046429,2.624082,1011147200
2009-03-09,3.006429,3.128571,2.948929,2.968214,2.556711,698297600
2009-03-10,3.031071,3.184643,3.012857,3.165357,2.726524,844258800
2009-03-11,3.207500,3.359643,3.199286,3.310000,2.851113,846372800
2009-03-12,3.317857,3.449286,3.285714,3.441071,2.964012,768457200
2009-03-13,3.439286,3.471429,3.393214,3.426071,2.951093,601168400
2009-03-16,3.447500,3.478214,3.363571,3.407857,2.935404,797244000
2009-03-17,3.401429,3.560357,3.395357,3.559286,3.065840,786646000
2009-03-18,3.568214,3.695714,3.561429,3.625714,3.123058,796037200
2009-03-19,3.637500,3.685714,3.580357,3.629286,3.126135,500180800
2009-03-20,3.646071,3.682500,3.591786,3.628214,3.125211,695587200
2009-03-23,3.668214,3.862857,3.633929,3.845000,3.311943,666397200
2009-03-24,3.798571,3.908571,3.763929,3.803571,3.276257,640612000
2009-03-25,3.842143,3.870000,3.709286,3.803214,3.275950,646618000
2009-03-26,3.851071,3.927857,3.842143,3.923929,3.379929,616252000
2009-03-27,3.865357,3.876071,3.800000,3.816071,3.287024,492872800
2009-03-30,3.732500,3.750357,3.664643,3.731786,3.214424,502796000
2009-03-31,3.766071,3.837500,3.750000,3.754286,3.233804,570080000
2009-04-01,3.717500,3.892857,3.710357,3.881786,3.343629,589372000
2009-04-02,3.933571,4.098214,3.920714,4.025357,3.467295,812366800
2009-04-03,4.078214,4.147500,4.054286,4.142500,3.568199,636241200
2009-04-06,4.105000,4.241071,4.045714,4.230357,3.643874,658064400
2009-04-07,4.161786,4.166786,4.078214,4.107143,3.537743,536580800
2009-04-08,4.122500,4.171071,4.092143,4.154286,3.578350,455630000
2009-04-09,4.229286,4.285714,4.212857,4.270357,3.678329,530756800
2009-04-13,4.286071,4.320714,4.250000,4.293571,3.698325,389236400
2009-04-14,4.270357,4.291786,4.187500,4.225357,3.639568,454622000
2009-04-15,4.185714,4.223214,4.134286,4.201429,3.618957,412882400
2009-04-16,4.256786,4.398214,4.242500,4.337500,3.736164,593446000
2009-04-17,4.327857,4.437500,4.294643,4.407857,3.796768,497495600
2009-04-20,4.347500,4.392500,4.255714,4.303571,3.706938,466466000
2009-04-21,4.246071,4.362143,4.235714,4.348571,3.745700,470685600
2009-04-22,4.379643,4.476786,4.328571,4.339643,3.738009,938767200
2009-04-23,4.522143,4.542857,4.411071,4.478571,3.857677,945156800
2009-04-24,4.451429,4.469286,4.391786,4.425000,3.811532,540764000
2009-04-27,4.389286,4.464286,4.380714,4.454643,3.837067,480690000
2009-04-28,4.405357,4.507500,4.402143,4.425000,3.811532,455856800
2009-04-29,4.458929,4.530357,4.422500,4.469286,3.849680,458110800
2009-04-30,4.507857,4.535714,4.461429,4.493929,3.870906,498489600
2009-05-01,4.492857,4.569643,4.492857,4.544286,3.914282,397516000
2009-05-04,4.580000,4.723214,4.560000,4.716786,4.062867,609358400
2009-05-05,4.705357,4.745000,4.682857,4.739643,4.082555,398255200
2009-05-06,4.761786,4.767857,4.650714,4.732143,4.076096,473538800
2009-05-07,4.726071,4.728214,4.567857,4.609286,3.970270,531776000
2009-05-08,4.608571,4.686786,4.509286,4.613929,3.974271,467964000
2009-05-11,4.548929,4.677143,4.540000,4.627500,3.985959,404658800
2009-05-12,4.627143,4.632500,4.401786,4.443571,3.827530,609481600
2009-05-13,4.400357,4.429286,4.263571,4.267500,3.675868,595971600
2009-05-14,4.277857,4.411786,4.275000,4.391071,3.782309,447826400
2009-05-15,4.368571,4.450714,4.343214,4.372143,3.766005,367567200
2009-05-18,4.418929,4.525000,4.341786,4.523214,3.896132,458841600
2009-05-19,4.529286,4.618214,4.490714,4.551786,3.920740,372422400
2009-05-20,4.558214,4.614643,4.475000,4.495357,3.872135,388584000
2009-05-21,4.469643,4.527857,4.388929,4.435000,3.820147,407946000
2009-05-22,4.430357,4.435000,4.348214,4.375000,3.768465,297998400
2009-05-26,4.455714,4.672500,4.448214,4.670714,4.023182,636927200
2009-05-27,4.706429,4.820714,4.675357,4.751786,4.093014,646422000
2009-05-28,4.766071,4.835357,4.715357,4.823929,4.155155,487552800
2009-05-29,4.835357,4.853571,4.780357,4.850357,4.177921,456534400
2009-06-01,4.873929,4.999643,4.857143,4.976786,4.286821,452499600
2009-06-02,4.963929,5.047857,4.941071,4.981786,4.291129,456223600
2009-06-03,5.000000,5.039643,4.966786,5.033929,4.336042,565199600
2009-06-04,5.004643,5.149286,5.001429,5.133571,4.421870,550634000
2009-06-05,5.189643,5.228571,5.114643,5.166786,4.450480,632716000
2009-06-08,5.136429,5.151071,4.979643,5.137500,4.425254,931652400
2009-06-09,5.136071,5.162857,5.019643,5.097143,4.390493,676964400
2009-06-10,5.081429,5.083929,4.939286,5.008929,4.314508,688623600
2009-06-11,4.983929,5.055714,4.948214,4.998214,4.305278,524823600
2009-06-12,4.957500,4.967857,4.858571,4.891786,4.213606,563085600
2009-06-15,4.857500,4.890357,4.817500,4.860357,4.186535,539750400
2009-06-16,4.880714,4.945357,4.860714,4.869643,4.194532,514805200
2009-06-17,4.881071,4.908929,4.804643,4.842143,4.170844,571412800
2009-06-18,4.861071,4.928571,4.842500,4.852857,4.180074,427680400
2009-06-19,4.931071,4.982143,4.889286,4.981429,4.290821,721856800
2009-06-22,5.023929,5.055714,4.868929,4.906071,4.225912,634914000
2009-06-23,4.871429,4.891071,4.745714,4.786071,4.122547,706532400
2009-06-24,4.836429,4.910714,4.816429,4.865000,4.190533,485525600
2009-06-25,4.848214,5.007143,4.828929,4.995000,4.302510,589447600
2009-06-26,4.992500,5.127143,4.990714,5.087143,4.381879,439384400
2009-06-29,5.123571,5.141071,5.055000,5.070357,4.367421,567616000
2009-06-30,5.092143,5.135714,5.064286,5.086786,4.381571,434224000
2009-07-01,5.125000,5.166429,5.090000,5.101071,4.393877,414178800
2009-07-02,5.044643,5.101071,4.992500,5.000714,4.307433,370479200
2009-07-06,4.953571,4.963929,4.866071,4.950357,4.264057,498688400
2009-07-07,4.945714,4.988571,4.827857,4.835714,4.165308,461596800
2009-07-08,4.854286,4.930000,4.800714,4.900714,4.221296,575929200
2009-07-09,4.920000,4.928214,4.854643,4.870000,4.194840,343025200
2009-07-10,4.869286,4.963214,4.868571,4.947143,4.261287,445275600
2009-07-13,4.983571,5.083571,4.911786,5.083571,4.378803,483501200
2009-07-14,5.072500,5.113571,5.041429,5.081071,4.376648,347247600
2009-07-15,5.180000,5.250000,5.154286,5.245714,4.518468,485587200
2009-07-16,5.205714,5.286429,5.198929,5.268571,4.538155,393570800
2009-07-17,5.324286,5.429286,5.308214,5.419643,4.668282,602154000
2009-07-20,5.473929,5.537143,5.388929,5.461071,4.703967,735526400
2009-07-21,5.474643,5.479643,5.348214,5.411071,4.660899,874781600
2009-07-22,5.635357,5.668929,5.575357,5.597857,4.821790,874104000
2009-07-23,5.593929,5.658571,5.555714,5.636429,4.855013,526962800
2009-07-24,5.605357,5.714286,5.589286,5.713929,4.921770,438362400
2009-07-27,5.720357,5.745714,5.616429,5.717857,4.925152,433311200
2009-07-28,5.674286,5.717857,5.628571,5.714286,4.922077,363554800
2009-07-29,5.675000,5.730357,5.651786,5.715357,4.923000,382158000
2009-07-30,5.775000,5.882857,5.767857,5.813929,5.007906,469604800
2009-07-31,5.821071,5.892857,5.818214,5.835357,5.026361,422536800
2009-08-03,5.900357,5.951429,5.888214,5.943929,5.119884,394240000
2009-08-04,5.890357,5.913214,5.864643,5.912500,5.092811,395810800
2009-08-05,5.919643,5.978214,5.864643,5.896786,5.079277,423183600
2009-08-06,5.913571,5.946786,5.824643,5.853929,5.042361,341616800
2009-08-07,5.910357,5.950000,5.885714,5.911071,5.091581,387354800
2009-08-10,5.916429,5.950000,5.845000,5.882857,5.067278,300294400
2009-08-11,5.846071,5.870714,5.781429,5.815357,5.009136,355342400
2009-08-12,5.805357,5.953929,5.802143,5.903929,5.085428,445071200
2009-08-13,5.951786,6.023929,5.946429,6.015000,5.181102,439980800
2009-08-14,5.997857,6.008214,5.911786,5.956429,5.130650,305816000
2009-08-17,5.841071,5.842500,5.693571,5.699643,4.909463,524381200
2009-08-18,5.772500,5.865714,5.764643,5.857143,5.045129,431152400
2009-08-19,5.812500,5.903571,5.801786,5.878571,5.063585,413271600
2009-08-20,5.892143,5.954286,5.878929,5.940357,5.116808,342031200
2009-08-21,5.987500,6.048929,5.957143,6.043571,5.205710,416074400
2009-08-24,6.075714,6.096786,6.009643,6.037857,5.200789,406929600
2009-08-25,6.052143,6.105000,6.040357,6.050000,5.211248,324354800
2009-08-26,6.032857,6.055357,5.955714,5.978929,5.150031,303998800
2009-08-27,6.026786,6.056071,5.886786,6.051786,5.212787,449181600
2009-08-28,6.152500,6.160357,6.018929,6.073214,5.231245,453700800
2009-08-31,6.005714,6.030357,5.946429,6.007500,5.174640,311337600
2009-09-01,5.999643,6.071429,5.890714,5.903571,5.085121,469028000
2009-09-02,5.879286,5.986071,5.861071,5.899286,5.081429,364249200
2009-09-03,5.944286,5.967857,5.892857,5.948214,5.123574,293955200
2009-09-04,5.974286,6.096429,5.967500,6.082500,5.239243,374628800
2009-09-08,6.177857,6.183571,6.142857,6.176071,5.319841,315047600
2009-09-09,6.170714,6.231071,6.060714,6.112143,5.264776,811087200
2009-09-10,6.145000,6.187500,6.100357,6.162857,5.308461,491134000
2009-09-11,6.175357,6.185000,6.102500,6.148571,5.296154,348961200
2009-09-14,6.101071,6.210714,6.080357,6.204286,5.344145,322011200
2009-09-15,6.215714,6.273214,6.199643,6.255714,5.388443,426470800
2009-09-16,6.356786,6.526786,6.352857,6.495357,5.594863,754023200
2009-09-17,6.499286,6.671071,6.498929,6.591071,5.677307,810572000
2009-09-18,6.636786,6.662500,6.598571,6.607857,5.691767,601582800
2009-09-21,6.581786,6.612857,6.486429,6.572143,5.661004,437715600
2009-09-22,6.613929,6.620714,6.530357,6.588571,5.675154,356753600
2009-09-23,6.621429,6.746429,6.608214,6.625000,5.706532,593563600
2009-09-24,6.685714,6.703571,6.527500,6.565000,5.654851,550880400
2009-09-25,6.500357,6.625000,6.480000,6.513214,5.610244,445239200
2009-09-28,6.566786,6.667143,6.547500,6.648214,5.726528,337444800
2009-09-29,6.668929,6.692857,6.582500,6.620714,5.702840,345385600
2009-09-30,6.647500,6.658929,6.521786,6.619643,5.701919,539585200
2009-10-01,6.619643,6.650714,6.453571,6.459286,5.563793,524711600
2009-10-02,6.478929,6.640714,6.476786,6.603571,5.688076,553308000
2009-10-05,6.650000,6.673571,6.581071,6.643571,5.722529,423133200
2009-10-06,6.705000,6.786071,6.689286,6.786071,5.845273,605085600
2009-10-07,6.777143,6.805357,6.751071,6.794643,5.852657,465668000
2009-10-08,6.809286,6.837500,6.746071,6.759643,5.822509,438211200
2009-10-09,6.748929,6.810714,6.736429,6.802500,5.859423,293272000
2009-10-12,6.822143,6.839643,6.772857,6.814643,5.869884,288024800
2009-10-13,6.808214,6.827500,6.775000,6.786429,5.845582,348020400
2009-10-14,6.866071,6.868571,6.793929,6.831786,5.884651,375510800
2009-10-15,6.772500,6.818571,6.768929,6.805714,5.862193,373556400
2009-10-16,6.762500,6.798571,6.708571,6.716071,5.784977,431426800
2009-10-19,6.708929,6.785714,6.626786,6.780714,5.840660,942230800
